student_id;origin_country;destination_country;destination_city;university_name;course_name;field_of_study;year_of_enrollment;scholarship_received;enrollment_reason;graduation_year;placement_status;placement_country;placement_company;starting_salary_usd;gpa_or_score;visa_status;post_graduation_visa;language_proficiency_test;test_score
S00490;India;USA;New York;Columbia University;Medicine;Computer Science;2023;No;Job Opportunities;2026;Placed;USA;SAP;143255;265;J1;Post-Study Visa;IELTS;55
S00491;Russia;Canada;Montreal;McGill University;Law;Engineering;2020;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;378;Student Visa;Blue Card;TOEFL;7
S00492;South Africa;USA;New York;NYU;Design;Natural Sciences;2019;No;Scholarship;2021;Placed;USA;Facebook;68584;311;Student Visa;OPT;TOEFL;78
S00493;Germany;UK;London;Imperial College London;Design;Social Sciences;2022;Yes;Scholarship;2024;Placed;UK;Tesla;145208;369;Study Permit;Blue Card;PTE;68
S00494;Ireland;Russia;Saint Petersburg;Saint Petersburg State University;Electrical Engineering;Arts;2022;No;Higher Ranking;2023;Placed;Russia;Amazon;59275;252;F1;Blue Card;PTE;52
S00495;India;South Africa;Stellenbosch;Stellenbosch University;Electrical Engineering;Medicine;2019;No;Political Stability;2022;Placed;South Africa;Siemens;66128;284;F1;Work Permit;IELTS;7
S00496;Germany;South Africa;Johannesburg;University of Johannesburg;Computer Science;Law;2023;Yes;Job Opportunities;2026;Placed;South Africa;SAP;37124;287;Study Permit;PSW;TOEFL;56
S00497;Russia;Ireland;Dublin;Dublin City University;Architecture;Law;2022;Yes;Political Stability;2023;Placed;Ireland;Amazon;107766;367;Study Permit;OPT;IELTS;54
S00498;Russia;UAE;Dubai;Heriot-Watt Dubai;Civil Engineering;Medicine;2023;No;Political Stability;2026;Placed;UAE;Deloitte;60159;37;F1;OPT;PTE;9
S00499;Ireland;USA;San Francisco;UC Berkeley;Economics;Engineering;2020;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;301;Study Permit;PSW;IELTS;72
S00500;Ireland;Russia;Novosibirsk;Novosibirsk State University;Medicine;Medicine;2021;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;252;Student Visa;PSW;PTE;65
S00501;South Africa;UAE;Abu Dhabi;Khalifa University;Political Science;Law;2023;No;Scholarship;2024;Not Placed;N/A;N/A;0;305;F1;PSW;PTE;87
S00502;USA;Russia;Moscow;Higher School of Economics;Economics;Business;2021;No;Scholarship;2023;Placed;Russia;Tesla;135310;346;Study Permit;OPT;TOEFL;79
S00503;UAE;Germany;Aachen;RWTH Aachen;Data Science;Medicine;2020;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;391;J1;Post-Study Visa;TOEFL;68
S00504;Finland;Germany;Berlin;TU Berlin;Political Science;Social Sciences;2019;No;Higher Ranking;2020;Not Placed;N/A;N/A;0;397;J1;Post-Study Visa;IELTS;62
S00505;Germany;Finland;Turku;Ã…bo Akademi University;Law;Computer Science;2020;No;Quality of Life;2022;Placed;Finland;Siemens;66546;278;J1;Work Permit;Duolingo;9
S00506;India;USA;New York;NYU;Psychology;Computer Science;2023;Yes;Job Opportunities;2026;Placed;USA;Microsoft;115078;352;J1;Work Permit;None;0
S00507;UK;South Africa;Durban;University of KwaZulu-Natal;Data Science;Social Sciences;2023;Yes;Higher Ranking;2026;Not Placed;N/A;N/A;0;392;Study Permit;Work Permit;TOEFL;77
S00508;Ireland;India;Bangalore;IISc Bangalore;Electrical Engineering;Computer Science;2021;Yes;Quality of Life;2024;Placed;India;Microsoft;78417;259;Tier 4;Post-Study Visa;TOEFL;67
S00509;Canada;UK;Oxford;University of Oxford;Mechanical Engineering;Social Sciences;2022;No;Political Stability;2024;Not Placed;N/A;N/A;0;393;J1;Post-Study Visa;None;0
S00510;Ireland;UK;London;Imperial College London;Medicine;Medicine;2022;Yes;Quality of Life;2024;Placed;UK;SAP;139334;274;Tier 4;Work Permit;TOEFL;66
S00511;Finland;UAE;Dubai;Heriot-Watt Dubai;Law;Computer Science;2020;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;273;Student Visa;Post-Study Visa;TOEFL;66
S00512;South Africa;Ireland;Maynooth;Maynooth University;Finance;Engineering;2023;No;Quality of Life;2024;Not Placed;N/A;N/A;0;307;Study Permit;Blue Card;PTE;71
S00513;UAE;Russia;Kazan;Kazan Federal University;Civil Engineering;Engineering;2023;Yes;Political Stability;2024;Placed;Russia;Microsoft;131188;342;Tier 4;Blue Card;PTE;72
S00514;Russia;USA;New York;Columbia University;Civil Engineering;Social Sciences;2021;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;284;Study Permit;Work Permit;None;0
S00515;South Africa;Ireland;Dublin;Dublin City University;Mechanical Engineering;Engineering;2020;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;289;F1;Post-Study Visa;TOEFL;65
S00516;Finland;Germany;Heidelberg;Heidelberg University;Biotechnology;Law;2019;Yes;Higher Ranking;2022;Not Placed;N/A;N/A;0;263;Schengen Student Visa;Work Permit;PTE;65
S00517;UK;UAE;Dubai;Heriot-Watt Dubai;Law;Business;2021;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;399;Schengen Student Visa;OPT;IELTS;82
S00518;South Africa;UAE;Abu Dhabi;Khalifa University;Biotechnology;Social Sciences;2020;Yes;Job Opportunities;2022;Placed;UAE;Deloitte;58478;378;J1;PSW;IELTS;87
S00519;Canada;India;Delhi;Delhi University;Computer Science;Business;2022;Yes;Political Stability;2025;Not Placed;N/A;N/A;0;324;J1;PSW;IELTS;62
S00520;Ireland;UAE;Dubai;Middlesex University Dubai;Political Science;Medicine;2020;Yes;Job Opportunities;2022;Placed;UAE;Amazon;68788;379;Student Visa;Post-Study Visa;Duolingo;64
S00521;South Africa;Finland;Lappeenranta;LUT University;Finance;Arts;2022;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;37;Study Permit;OPT;Duolingo;53
S00522;Russia;UAE;Dubai;Manipal Academy Dubai;Computer Science;Social Sciences;2022;Yes;Scholarship;2024;Placed;UAE;Siemens;132418;4;J1;OPT;Duolingo;59
S00523;Canada;UAE;Sharjah;American University of Sharjah;Computer Science;Arts;2022;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;265;F1;Work Permit;IELTS;9
S00524;UAE;Russia;Moscow;Bauman Moscow State Technical University;Biotechnology;Law;2020;Yes;Quality of Life;2021;Placed;Russia;Tesla;124785;26;J1;OPT;TOEFL;53
S00525;India;UK;Manchester;University of Manchester;Data Science;Medicine;2020;Yes;Political Stability;2021;Placed;UK;Goldman Sachs;36379;336;Tier 4;Blue Card;PTE;65
S00526;UK;Russia;Saint Petersburg;Saint Petersburg State University;Political Science;Natural Sciences;2021;Yes;Political Stability;2024;Placed;Russia;Deloitte;82469;325;Student Visa;Blue Card;TOEFL;5
S00527;Canada;Russia;Moscow;Lomonosov Moscow State University;Economics;Arts;2020;No;Higher Ranking;2022;Not Placed;N/A;N/A;0;369;F1;PSW;PTE;65
S00528;Ireland;South Africa;Grahamstown;Rhodes University;Business Administration;Computer Science;2023;Yes;Scholarship;2026;Placed;South Africa;Facebook;70928;3;Student Visa;Post-Study Visa;IELTS;83
S00529;Finland;Russia;Saint Petersburg;Saint Petersburg State University;Political Science;Business;2019;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;36;Study Permit;Blue Card;PTE;61
S00530;Finland;South Africa;Johannesburg;University of Johannesburg;Political Science;Business;2020;No;Political Stability;2023;Not Placed;N/A;N/A;0;375;Schengen Student Visa;Blue Card;IELTS;69
S00531;UK;Finland;Tampere;Tampere University;Political Science;Computer Science;2019;No;Scholarship;2021;Not Placed;N/A;N/A;0;376;Study Permit;OPT;IELTS;72
S00532;UAE;Finland;Turku;Ã…bo Akademi University;Political Science;Business;2023;Yes;Scholarship;2024;Not Placed;N/A;N/A;0;258;F1;Post-Study Visa;None;0
S00533;UK;India;Chennai;IIT Madras;Political Science;Natural Sciences;2023;No;Higher Ranking;2026;Placed;India;Intel;45474;342;F1;Work Permit;Duolingo;82
S00534;Ireland;Germany;Munich;LMU Munich;Design;Medicine;2020;Yes;Higher Ranking;2023;Placed;Germany;SAP;89457;378;F1;PSW;IELTS;85
S00535;UK;Finland;Joensuu;University of Eastern Finland;Medicine;Engineering;2020;No;Scholarship;2022;Placed;Finland;Apple;99756;262;Study Permit;Blue Card;IELTS;7
S00536;Russia;Canada;Ottawa;University of Ottawa;Law;Arts;2021;Yes;Scholarship;2024;Placed;Canada;Goldman Sachs;75713;36;Student Visa;Work Permit;IELTS;77
S00537;Russia;UK;Edinburgh;University of Edinburgh;Biotechnology;Business;2021;No;Quality of Life;2022;Placed;UK;Amazon;102826;375;Schengen Student Visa;Blue Card;PTE;56
S00538;Ireland;India;Bangalore;IISc Bangalore;Political Science;Engineering;2020;No;Political Stability;2022;Not Placed;N/A;N/A;0;319;F1;OPT;PTE;85
S00539;UAE;Finland;Espoo;Aalto University;Electrical Engineering;Social Sciences;2023;Yes;Higher Ranking;2024;Placed;Finland;Facebook;54329;299;Study Permit;PSW;TOEFL;62
S00540;South Africa;Ireland;Dublin;Trinity College Dublin;Mechanical Engineering;Business;2022;Yes;Quality of Life;2024;Placed;Ireland;Goldman Sachs;107462;381;Student Visa;PSW;PTE;56
S00541;Germany;South Africa;Grahamstown;Rhodes University;Civil Engineering;Engineering;2023;No;Scholarship;2025;Not Placed;N/A;N/A;0;255;J1;Post-Study Visa;PTE;69
S00542;India;Finland;Lappeenranta;LUT University;Architecture;Business;2021;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;349;Student Visa;PSW;IELTS;58
S00543;South Africa;Canada;Vancouver;University of British Columbia;Finance;Law;2020;Yes;Political Stability;2021;Not Placed;N/A;N/A;0;382;Student Visa;Post-Study Visa;Duolingo;51
S00544;Russia;Ireland;Cork;University College Cork;Computer Science;Computer Science;2019;No;Scholarship;2022;Placed;Ireland;Facebook;147562;291;F1;Blue Card;Duolingo;61
S00545;UK;Canada;Montreal;McGill University;Business Administration;Natural Sciences;2021;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;381;Schengen Student Visa;OPT;TOEFL;75
S00546;Germany;USA;Boston;MIT;Psychology;Social Sciences;2021;No;Higher Ranking;2023;Placed;USA;Siemens;121880;374;J1;Work Permit;PTE;75
S00547;UK;India;Chennai;IIT Madras;Data Science;Medicine;2021;No;Higher Ranking;2024;Placed;India;Intel;144473;38;Student Visa;Post-Study Visa;Duolingo;58
S00548;India;UAE;Dubai;Manipal Academy Dubai;Data Science;Business;2020;Yes;Job Opportunities;2022;Placed;UAE;Deloitte;149053;344;Student Visa;Work Permit;IELTS;72
S00549;Finland;Germany;Stuttgart;University of Stuttgart;Medicine;Social Sciences;2023;No;Quality of Life;2024;Not Placed;N/A;N/A;0;362;Schengen Student Visa;OPT;PTE;84
S00550;UK;Russia;Moscow;Moscow Institute of Physics and Technology;Electrical Engineering;Business;2022;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;317;Study Permit;PSW;None;0
S00551;Ireland;India;Chennai;IIT Madras;Business Administration;Natural Sciences;2023;No;Job Opportunities;2025;Not Placed;N/A;N/A;0;367;F1;Post-Study Visa;IELTS;86
S00552;UK;Canada;Vancouver;Simon Fraser University;Biotechnology;Law;2019;Yes;Scholarship;2022;Placed;Canada;Amazon;80186;32;Study Permit;Work Permit;IELTS;52
S00553;Finland;UK;Manchester;University of Manchester;Architecture;Social Sciences;2019;No;Political Stability;2021;Placed;UK;IBM;91723;283;Student Visa;Blue Card;IELTS;56
S00554;UK;Canada;Ottawa;University of Ottawa;Civil Engineering;Business;2020;No;Quality of Life;2023;Placed;Canada;Goldman Sachs;134142;293;J1;Blue Card;IELTS;76
S00555;Canada;India;Mumbai;IIT Bombay;Civil Engineering;Engineering;2021;No;Scholarship;2023;Not Placed;N/A;N/A;0;33;J1;OPT;TOEFL;84
S00556;USA;South Africa;Johannesburg;University of the Witwatersrand;Political Science;Business;2021;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;271;Study Permit;PSW;PTE;58
S00557;Germany;South Africa;Grahamstown;Rhodes University;Economics;Business;2020;No;Scholarship;2023;Placed;South Africa;Deloitte;143427;257;Student Visa;Work Permit;IELTS;6
S00558;UK;UAE;Abu Dhabi;Zayed University;Finance;Computer Science;2019;Yes;Political Stability;2022;Not Placed;N/A;N/A;0;295;Student Visa;Blue Card;IELTS;87
S00559;Finland;Germany;Berlin;Humboldt University;Psychology;Arts;2022;No;Quality of Life;2024;Placed;Germany;Tesla;120809;334;J1;Post-Study Visa;Duolingo;7
S00560;Canada;UAE;Abu Dhabi;Zayed University;Civil Engineering;Engineering;2022;Yes;Political Stability;2024;Placed;UAE;Intel;57682;372;F1;Blue Card;TOEFL;8
S00561;UAE;India;Delhi;IIT Delhi;Medicine;Business;2020;Yes;Political Stability;2023;Not Placed;N/A;N/A;0;371;Student Visa;OPT;TOEFL;53
S00562;Russia;UAE;Dubai;Manipal Academy Dubai;Medicine;Law;2021;Yes;Job Opportunities;2023;Placed;UAE;Siemens;137512;29;Schengen Student Visa;Work Permit;IELTS;53
S00563;Russia;UAE;Abu Dhabi;Zayed University;Finance;Business;2023;Yes;Scholarship;2026;Not Placed;N/A;N/A;0;384;Study Permit;PSW;IELTS;66
S00564;UK;USA;San Francisco;Stanford University;Design;Arts;2019;No;Quality of Life;2020;Not Placed;N/A;N/A;0;375;F1;Blue Card;TOEFL;6
S00565;South Africa;Finland;Joensuu;University of Eastern Finland;Architecture;Computer Science;2020;Yes;Quality of Life;2022;Placed;Finland;IBM;72239;329;Study Permit;Work Permit;IELTS;9
S00566;Russia;South Africa;Grahamstown;Rhodes University;Economics;Business;2019;No;Scholarship;2020;Not Placed;N/A;N/A;0;349;F1;OPT;PTE;55
S00567;Canada;Finland;Lappeenranta;LUT University;Economics;Computer Science;2022;Yes;Higher Ranking;2025;Placed;Finland;Deloitte;47736;359;J1;OPT;Duolingo;6
S00568;UK;India;Delhi;JNU Delhi;Computer Science;Natural Sciences;2020;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;337;Study Permit;PSW;IELTS;68
S00569;Finland;Germany;Berlin;Humboldt University;Civil Engineering;Medicine;2019;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;284;F1;Post-Study Visa;Duolingo;73
S00570;Ireland;USA;San Francisco;Stanford University;Computer Science;Computer Science;2023;No;Political Stability;2026;Not Placed;N/A;N/A;0;292;Student Visa;PSW;PTE;69
S00571;UAE;USA;New York;Columbia University;Computer Science;Medicine;2023;Yes;Scholarship;2024;Placed;USA;Amazon;105344;32;Tier 4;Blue Card;IELTS;6
S00572;Ireland;Finland;Helsinki;University of Helsinki;Finance;Computer Science;2023;Yes;Scholarship;2026;Not Placed;N/A;N/A;0;396;Tier 4;Post-Study Visa;Duolingo;64
S00573;UAE;India;Delhi;Delhi University;Mechanical Engineering;Computer Science;2022;No;Scholarship;2025;Not Placed;N/A;N/A;0;288;Schengen Student Visa;OPT;TOEFL;83
S00574;UK;USA;New York;NYU;Business Administration;Arts;2023;No;Quality of Life;2026;Not Placed;N/A;N/A;0;327;Tier 4;PSW;PTE;57
S00575;UK;Ireland;Dublin;Trinity College Dublin;Medicine;Natural Sciences;2021;Yes;Scholarship;2022;Not Placed;N/A;N/A;0;358;J1;Blue Card;Duolingo;62
S00576;India;Germany;Heidelberg;Heidelberg University;Economics;Social Sciences;2021;No;Quality of Life;2023;Not Placed;N/A;N/A;0;377;Tier 4;OPT;Duolingo;74
S00577;UAE;India;Mumbai;IIT Bombay;Computer Science;Computer Science;2023;No;Quality of Life;2025;Placed;India;Google;31610;276;Study Permit;Blue Card;IELTS;81
S00578;Russia;Germany;Stuttgart;University of Stuttgart;Economics;Social Sciences;2020;Yes;Higher Ranking;2023;Placed;Germany;Goldman Sachs;137046;364;Study Permit;Post-Study Visa;TOEFL;88
S00579;USA;UK;Edinburgh;University of Edinburgh;Design;Law;2019;No;Political Stability;2020;Not Placed;N/A;N/A;0;293;Schengen Student Visa;Blue Card;Duolingo;66
S00580;Germany;India;Tiruchirappalli;NIT Trichy;Architecture;Engineering;2019;No;Quality of Life;2022;Placed;India;IBM;76261;381;Study Permit;Post-Study Visa;TOEFL;62
S00581;South Africa;UAE;Abu Dhabi;Zayed University;Computer Science;Natural Sciences;2021;Yes;Higher Ranking;2024;Not Placed;N/A;N/A;0;349;Study Permit;Post-Study Visa;None;0
S00582;Canada;Russia;Moscow;Moscow Institute of Physics and Technology;Biotechnology;Engineering;2022;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;332;J1;Work Permit;None;0
S00583;Ireland;USA;Boston;Harvard University;Electrical Engineering;Business;2020;Yes;Scholarship;2022;Placed;USA;Goldman Sachs;56876;352;Study Permit;Work Permit;PTE;64
S00584;Germany;Ireland;Dublin;University College Dublin;Design;Engineering;2020;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;371;F1;Post-Study Visa;PTE;65
S00585;Finland;Ireland;Dublin;University College Dublin;Data Science;Engineering;2021;No;Job Opportunities;2022;Not Placed;N/A;N/A;0;383;J1;OPT;Duolingo;88
S00586;UAE;India;Tiruchirappalli;NIT Trichy;Architecture;Medicine;2020;No;Scholarship;2023;Not Placed;N/A;N/A;0;375;Study Permit;Blue Card;TOEFL;53
S00587;Ireland;USA;New York;NYU;Biotechnology;Computer Science;2020;Yes;Higher Ranking;2021;Placed;USA;Intel;66272;39;Study Permit;Work Permit;TOEFL;68
S00588;India;South Africa;Johannesburg;University of Johannesburg;Electrical Engineering;Computer Science;2019;Yes;Political Stability;2020;Not Placed;N/A;N/A;0;358;Student Visa;OPT;IELTS;63
S00589;India;UAE;Abu Dhabi;Khalifa University;Electrical Engineering;Engineering;2020;No;Political Stability;2023;Placed;UAE;Goldman Sachs;140579;397;F1;Post-Study Visa;TOEFL;79
S00590;UK;India;Mumbai;IIT Bombay;Psychology;Computer Science;2019;No;Political Stability;2022;Not Placed;N/A;N/A;0;375;Student Visa;PSW;None;0
S00591;UK;Russia;Saint Petersburg;Saint Petersburg State University;Civil Engineering;Law;2020;Yes;Quality of Life;2022;Not Placed;N/A;N/A;0;314;Student Visa;Post-Study Visa;None;0
S00592;Ireland;South Africa;Pretoria;University of Pretoria;Medicine;Natural Sciences;2020;No;Political Stability;2021;Placed;South Africa;Amazon;109872;301;Tier 4;PSW;None;0
S00593;Ireland;Russia;Kazan;Kazan Federal University;Political Science;Medicine;2021;No;Scholarship;2023;Not Placed;N/A;N/A;0;337;F1;PSW;Duolingo;52
S00594;UAE;USA;Chicago;University of Chicago;Business Administration;Law;2023;Yes;Quality of Life;2026;Not Placed;N/A;N/A;0;373;J1;Blue Card;PTE;52
S00595;UAE;Germany;Berlin;TU Berlin;Business Administration;Business;2021;Yes;Higher Ranking;2023;Not Placed;N/A;N/A;0;255;F1;OPT;Duolingo;57
S00596;Canada;Germany;Stuttgart;University of Stuttgart;Electrical Engineering;Medicine;2022;Yes;Quality of Life;2024;Not Placed;N/A;N/A;0;281;Study Permit;Work Permit;IELTS;55
S00597;USA;Russia;Moscow;Higher School of Economics;Biotechnology;Law;2022;No;Political Stability;2025;Placed;Russia;Tesla;101376;328;Schengen Student Visa;PSW;PTE;68
S00598;India;USA;Los Angeles;UCLA;Finance;Social Sciences;2022;Yes;Higher Ranking;2025;Not Placed;N/A;N/A;0;285;Schengen Student Visa;Post-Study Visa;IELTS;68
S00599;South Africa;India;Chennai;IIT Madras;Psychology;Business;2021;Yes;Scholarship;2024;Placed;India;Tesla;121690;285;Schengen Student Visa;Post-Study Visa;TOEFL;77
S00600;UK;Ireland;Galway;National University of Ireland Galway;Mechanical Engineering;Law;2020;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;349;Tier 4;Blue Card;TOEFL;77
S00601;Ireland;UK;Edinburgh;University of Edinburgh;Mechanical Engineering;Social Sciences;2021;No;Scholarship;2022;Placed;UK;Tesla;77993;3;Student Visa;PSW;None;0
S00602;Canada;India;Tiruchirappalli;NIT Trichy;Medicine;Engineering;2020;Yes;Political Stability;2021;Placed;India;Siemens;129131;28;Study Permit;Blue Card;PTE;68
S00603;India;UK;Oxford;University of Oxford;Political Science;Medicine;2019;Yes;Political Stability;2020;Placed;UK;Tesla;140774;274;Student Visa;Blue Card;Duolingo;56
S00604;UAE;UK;Oxford;University of Oxford;Data Science;Natural Sciences;2021;No;Job Opportunities;2023;Placed;UK;Goldman Sachs;94130;346;F1;Work Permit;None;0
S00605;UAE;Canada;Ottawa;University of Ottawa;Medicine;Medicine;2022;No;Political Stability;2025;Placed;Canada;Microsoft;63671;348;F1;PSW;IELTS;57
S00606;USA;South Africa;Pretoria;University of Pretoria;Computer Science;Medicine;2021;No;Political Stability;2023;Not Placed;N/A;N/A;0;256;F1;OPT;TOEFL;6
S00607;Ireland;Finland;Turku;Ã…bo Akademi University;Business Administration;Business;2019;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;39;Student Visa;Blue Card;Duolingo;8
S00608;Canada;UK;London;King's College London;Law;Social Sciences;2020;No;Higher Ranking;2021;Not Placed;N/A;N/A;0;4;J1;PSW;IELTS;83
S00609;UK;Russia;Moscow;Bauman Moscow State Technical University;Business Administration;Business;2023;Yes;Political Stability;2024;Not Placed;N/A;N/A;0;357;Student Visa;Post-Study Visa;PTE;59
S00610;UAE;Russia;Moscow;Lomonosov Moscow State University;Design;Business;2022;Yes;Scholarship;2023;Not Placed;N/A;N/A;0;276;Tier 4;OPT;PTE;86
S00611;Germany;Russia;Kazan;Kazan Federal University;Computer Science;Natural Sciences;2021;No;Scholarship;2022;Not Placed;N/A;N/A;0;263;Schengen Student Visa;Blue Card;PTE;82
S00612;Canada;Germany;Aachen;RWTH Aachen;Medicine;Social Sciences;2021;No;Higher Ranking;2023;Not Placed;N/A;N/A;0;278;J1;OPT;TOEFL;53
S00613;South Africa;Ireland;Cork;University College Cork;Electrical Engineering;Natural Sciences;2019;No;Scholarship;2022;Placed;Ireland;Apple;55918;357;F1;Work Permit;None;0
S00614;Canada;Finland;Joensuu;University of Eastern Finland;Psychology;Computer Science;2020;No;Quality of Life;2023;Not Placed;N/A;N/A;0;334;Study Permit;Blue Card;TOEFL;64
S00615;South Africa;USA;San Francisco;UC Berkeley;Economics;Natural Sciences;2023;No;Political Stability;2024;Placed;USA;McKinsey;75732;385;F1;Blue Card;TOEFL;63
S00616;Russia;Germany;Stuttgart;University of Stuttgart;Biotechnology;Computer Science;2023;No;Quality of Life;2025;Placed;Germany;Microsoft;79955;302;F1;OPT;IELTS;64
S00617;UK;Finland;Espoo;Aalto University;Finance;Arts;2021;Yes;Job Opportunities;2022;Not Placed;N/A;N/A;0;329;Student Visa;OPT;PTE;87
S00618;Ireland;UK;Birmingham;University of Birmingham;Electrical Engineering;Social Sciences;2022;No;Job Opportunities;2024;Placed;UK;McKinsey;117380;308;Study Permit;OPT;Duolingo;59
S00619;Russia;India;Delhi;JNU Delhi;Design;Engineering;2019;Yes;Quality of Life;2022;Placed;India;Facebook;84319;4;Tier 4;OPT;TOEFL;63
S00620;Ireland;Canada;Montreal;McGill University;Economics;Engineering;2023;Yes;Higher Ranking;2025;Not Placed;N/A;N/A;0;364;F1;Blue Card;IELTS;62
S00621;UAE;USA;Boston;Harvard University;Data Science;Computer Science;2019;Yes;Higher Ranking;2020;Placed;USA;SAP;127266;323;Schengen Student Visa;PSW;None;0
S00622;USA;Russia;Moscow;Lomonosov Moscow State University;Economics;Medicine;2020;No;Job Opportunities;2023;Placed;Russia;Tesla;148489;365;Tier 4;Work Permit;TOEFL;59
S00623;Finland;South Africa;Durban;University of KwaZulu-Natal;Psychology;Arts;2020;No;Political Stability;2021;Placed;South Africa;McKinsey;98184;251;Tier 4;Blue Card;TOEFL;66
S00624;India;Germany;Aachen;RWTH Aachen;Finance;Engineering;2020;Yes;Quality of Life;2023;Not Placed;N/A;N/A;0;349;Tier 4;Post-Study Visa;Duolingo;79
S00625;Ireland;USA;San Francisco;Stanford University;Finance;Medicine;2019;Yes;Quality of Life;2021;Placed;USA;Deloitte;58240;36;F1;OPT;None;0
S00626;UK;India;Tiruchirappalli;NIT Trichy;Economics;Business;2022;No;Quality of Life;2023;Not Placed;N/A;N/A;0;329;F1;PSW;PTE;79
S00627;Germany;Canada;Edmonton;University of Alberta;Mechanical Engineering;Business;2019;No;Job Opportunities;2021;Placed;Canada;Siemens;90505;274;J1;OPT;TOEFL;7
S00628;Germany;Russia;Moscow;Moscow Institute of Physics and Technology;Finance;Social Sciences;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;381;Study Permit;Work Permit;None;0
S00629;UAE;India;Chennai;IIT Madras;Computer Science;Natural Sciences;2022;No;Quality of Life;2024;Placed;India;Deloitte;39499;349;Study Permit;PSW;None;0
S00630;USA;Germany;Stuttgart;University of Stuttgart;Computer Science;Business;2020;Yes;Job Opportunities;2023;Not Placed;N/A;N/A;0;35;Schengen Student Visa;PSW;TOEFL;87
S00631;Canada;UK;London;Imperial College London;Architecture;Engineering;2023;No;Quality of Life;2026;Not Placed;N/A;N/A;0;394;Tier 4;Work Permit;Duolingo;64
S00632;Russia;South Africa;Grahamstown;Rhodes University;Data Science;Law;2023;Yes;Higher Ranking;2024;Placed;South Africa;Goldman Sachs;96239;257;Study Permit;Post-Study Visa;IELTS;81
S00633;Russia;USA;New York;Columbia University;Economics;Natural Sciences;2023;Yes;Political Stability;2024;Placed;USA;Apple;110416;322;Schengen Student Visa;Work Permit;None;0
S00634;India;Russia;Moscow;Lomonosov Moscow State University;Political Science;Natural Sciences;2019;No;Quality of Life;2021;Not Placed;N/A;N/A;0;288;J1;OPT;None;0
S00635;India;UK;London;King's College London;Civil Engineering;Medicine;2022;No;Job Opportunities;2024;Placed;UK;Intel;90636;275;Study Permit;Post-Study Visa;IELTS;73
S00636;South Africa;UAE;Dubai;Middlesex University Dubai;Electrical Engineering;Arts;2020;Yes;Scholarship;2022;Placed;UAE;SAP;128379;355;Study Permit;Post-Study Visa;PTE;66
S00637;Finland;Canada;Ottawa;University of Ottawa;Economics;Business;2022;No;Scholarship;2025;Not Placed;N/A;N/A;0;373;Study Permit;Blue Card;IELTS;76
S00638;Ireland;Germany;Aachen;RWTH Aachen;Psychology;Business;2020;Yes;Higher Ranking;2021;Placed;Germany;Intel;73064;394;Tier 4;Post-Study Visa;None;0
S00639;UK;Ireland;Cork;University College Cork;Economics;Arts;2020;No;Political Stability;2022;Not Placed;N/A;N/A;0;301;F1;Work Permit;TOEFL;55
S00640;USA;South Africa;Johannesburg;University of the Witwatersrand;Design;Arts;2019;Yes;Job Opportunities;2021;Not Placed;N/A;N/A;0;365;Tier 4;Post-Study Visa;None;0
S00641;Germany;USA;Los Angeles;UCLA;Data Science;Medicine;2020;No;Scholarship;2021;Placed;USA;SAP;125678;337;Study Permit;OPT;TOEFL;6
S00642;Finland;UK;Birmingham;University of Birmingham;Finance;Natural Sciences;2020;Yes;Quality of Life;2021;Placed;UK;Intel;89445;37;Student Visa;OPT;Duolingo;84
S00643;UAE;Germany;Aachen;RWTH Aachen;Economics;Medicine;2019;Yes;Scholarship;2021;Not Placed;N/A;N/A;0;258;F1;PSW;None;0
S00644;UAE;South Africa;Stellenbosch;Stellenbosch University;Mechanical Engineering;Natural Sciences;2020;No;Quality of Life;2023;Placed;South Africa;Intel;65149;308;J1;PSW;Duolingo;68
S00645;Canada;Germany;Berlin;TU Berlin;Finance;Engineering;2021;Yes;Political Stability;2022;Placed;Germany;Microsoft;104265;329;Tier 4;PSW;PTE;74
S00646;USA;Canada;Vancouver;University of British Columbia;Finance;Natural Sciences;2023;No;Scholarship;2026;Placed;Canada;Google;34627;323;Tier 4;PSW;Duolingo;58
